family,batch,density,id,signature,score,ms,slots,white,whitePct,crossings,checkedPct,averageLength,shortPct,three,long,fullLength,solutionFound,validatorPassed,proof,nodes,deadEnds,backtracks,timeouts,attempts,rootContradictions,hallContradictions,uniquenessContradictions,exhaustiveFailures,rootTimeouts,cachedFailures,probes
unchecked,1,0.26,a9c6be42a57c71a0,0111111101111/1110100111111/0111110111111/1110101010010/1001111110111/1110101001111/0111011110111/0111101011101/1111001110101/1111010101111/1111111111111/0100111011111/1110101010101,49.41048905633124,150.0580829999999,49,126,74.55621301775149,90,71.42857142857143,4.408163265306122,48.97959183673469,24,1,1,False,False,,191,1273,1464,19,1,0,0,0,0,0,0,0
unchecked,1,0.26,651572c207036d3c,1111110111001/1111010101111/1111111111111/0111010101110/1001111100101/1111101010111/1010111011101/1111010111110/0011110011101/1111001110111/1111111011111/1111101110111/0010101011101,48.01860593659716,150.03612499999963,50,126,74.55621301775149,91,72.22222222222221,4.34,48,24,2,1,False,False,,311,1326,1639,16,1,0,0,0,0,0,0,0
unchecked,1,0.26,fbbf13ece4ca5cf3,1111110100111/1110101111001/1111111111111/1010101011101/1010101111111/1111110011110/1001110100111/1011111110101/0101010101111/1111111101010/1111111011111/1010111110101/0111101010111,46.69030998974405,18.31445799999983,44,126,74.55621301775149,82,65.07936507936508,4.7272727272727275,38.63636363636363,17,1,1,True,True,,45,5,5,0,1,0,0,0,0,0,0,0
unchecked,1,0.26,e35bf08c4eb60840,1010011110101/1111110111111/1111011110101/0101111011111/1111111010100/0011101111111/1110011110010/1001111101111/1001111011110/0111110011111/1110111111111/1110011111001/1001111111001,46.421674457360226,150.0177090000002,50,126,74.55621301775149,98,77.77777777777779,4.48,34,17,0,0,False,False,,1247,3147,4394,21,1,0,0,0,0,0,0,0
unchecked,1,0.26,5bbbd8af94c1aafd,1010011111110/1110111111101/1111011111101/0111100100111/0011101111010/1110111001111/1010111001110/1111011111111/0011100111101/1111001110111/1111111011111/1111011110111/0011110011110,45.58873245648194,150.03087499999992,55,126,74.55621301775149,105,83.33333333333334,4.2,47.27272727272727,26,1,1,False,False,,315,3580,3895,25,1,0,0,0,0,0,0,0
unchecked,1,0.26,d900638339812603,1111010111101/1001111010101/1111111011111/1001111110010/1010111110111/1111110111111/0111010111101/0111111101110/1110101110111/1110101001110/1111011111111/0111010101111/0101110111001,45.30328172956202,52.62245800000028,50,126,74.55621301775149,95,75.39682539682539,4.42,44,22,0,0,True,True,,56,27,32,0,1,0,0,0,0,0,0,0
unchecked,1,0.26,6f85561485736199,1111111011100/1010101111101/1011111111111/1110111101111/0111011110111/1111001010101/0111110111110/0010101011100/1110111101111/1001111011110/1110011111111/1011111111001/1110010111101,44.89788849980417,150.012334,48,126,74.55621301775149,92,73.01587301587301,4.541666666666667,33.33333333333333,16,2,0,False,False,,165,371,536,20,1,0,0,0,0,0,0,0
unchecked,1,0.26,156cd72c0a0826df,0010111111100/1011100111101/1111101111111/1111110011111/1110011110010/1111011101110/0111111110101/1111010101111/0011101110111/1110010011110/1111111110111/1110111011100/1110101110111,44.830022487561216,77.71158299999979,52,126,74.55621301775149,98,77.77777777777779,4.3076923076923075,44.230769230769226,23,1,1,True,True,,107,119,177,0,1,0,0,0,0,0,0,0
unchecked,1,0.26,6d203dca50a7c240,1111111101111/1011110011110/1111110111111/0011101110111/1111001110101/0011111011100/1111001111010/0101111111111/1111011110111/1010111100101/1111001111110/0111101001111/0111011111010,42.91326421762656,150.01291700000002,51,126,74.55621301775149,97,76.98412698412699,4.372549019607843,43.13725490196079,22,0,0,False,False,,34,151,185,7,1,0,0,0,0,0,0,0
unchecked,1,0.26,d9663846e9e688a1,1001110011111/1110111100111/1111111010111/1111001111110/1111001111001/1010111101111/0011110111101/1110111101111/0111110111101/1110101010100/1111111111111/1001111010111/1001110010111,42.83560402998916,27.70233300000018,51,126,74.55621301775149,98,77.77777777777779,4.392156862745098,37.254901960784316,19,1,1,True,True,,53,12,13,0,1,0,0,0,0,0,0,0
unchecked,1,0.26,5051c0b902670611,1011111010101/1110010111101/1111111110111/0111001110010/1011101111111/1110010101010/1111010111101/1110111100101/1001111011111/0111111011110/0111111111111/1111111110010/0111101110111,42.35245244772291,150.02408399999968,49,126,74.55621301775149,94,74.60317460317461,4.489795918367347,42.857142857142854,21,1,0,False,False,,50,192,242,5,1,0,0,0,0,0,0,0
