seed,size,mode,policy,ms,solverAttempts,observedReason,timeoutChecks,viableTemplates,validationErrors
"28","9","en_to_ar","approved-only","1702.32408400008","2","solver_deadline_observed_root_cause_unestablished","36","6","[]"
"28","9","ar_to_en","approved-only","3991.479874999961","58","solver_deadline_observed_root_cause_unestablished","89","24","[]"
"28","11","en_to_ar","approved-only","1803.6862499999115","2","solver_deadline_observed_root_cause_unestablished","49","6","[]"
"28","11","ar_to_en","approved-only","4409.961833999958","298","solver_deadline_observed_root_cause_unestablished","59","24","[]"
"28","11","ar_to_en","compatibility","4503.287999999942","24","solver_deadline_observed_root_cause_unestablished","130","24","[]"
"28","13","en_to_ar","approved-only","1805.7350419999566","2","solver_deadline_observed_root_cause_unestablished","63","6","[]"
"28","13","ar_to_en","approved-only","98.00612500007264","480","bounded_search_no_solution_reason_unestablished","0","24","[]"
"28","13","ar_to_en","compatibility","4518.1251250000205","24","solver_deadline_observed_root_cause_unestablished","129","24","[]"
"29","7","ar_to_en","approved-only","3002.208333000075","24","solver_deadline_observed_root_cause_unestablished","95","24","[]"
"29","9","en_to_ar","approved-only","1701.9506660000188","2","solver_deadline_observed_root_cause_unestablished","41","6","[]"
"29","9","ar_to_en","approved-only","3991.382500000065","72","solver_deadline_observed_root_cause_unestablished","92","24","[]"
"29","11","en_to_ar","approved-only","1803.4944159999723","2","solver_deadline_observed_root_cause_unestablished","49","6","[]"
"29","11","ar_to_en","compatibility","4502.445125000086","24","solver_deadline_observed_root_cause_unestablished","141","24","[]"
"29","11","ar_to_en","approved-only","4385.72195799998","310","solver_deadline_observed_root_cause_unestablished","54","24","[]"
"29","13","en_to_ar","approved-only","1806.2032500000205","2","solver_deadline_observed_root_cause_unestablished","62","6","[]"
"29","13","ar_to_en","compatibility","4514.428166999947","24","solver_deadline_observed_root_cause_unestablished","153","24","[]"
"29","13","ar_to_en","approved-only","88.98783300002106","480","bounded_search_no_solution_reason_unestablished","0","24","[]"
"30","7","ar_to_en","approved-only","3002.236249999958","24","solver_deadline_observed_root_cause_unestablished","120","24","[]"
"30","9","en_to_ar","approved-only","1702.376540999976","2","solver_deadline_observed_root_cause_unestablished","26","6","[]"
"30","9","ar_to_en","approved-only","3991.2845830000006","54","solver_deadline_observed_root_cause_unestablished","94","24","[]"
"30","11","en_to_ar","approved-only","1803.373707999941","2","solver_deadline_observed_root_cause_unestablished","59","6","[]"
"30","11","ar_to_en","approved-only","4480.00225000002","270","solver_deadline_observed_root_cause_unestablished","59","24","[]"
"30","11","ar_to_en","compatibility","4502.213624999975","24","solver_deadline_observed_root_cause_unestablished","143","24","[]"
"30","13","en_to_ar","approved-only","1807.2546670000302","2","solver_deadline_observed_root_cause_unestablished","62","6","[]"
"30","13","ar_to_en","approved-only","91.72399999992922","480","bounded_search_no_solution_reason_unestablished","0","24","[]"
"30","13","ar_to_en","compatibility","4512.566666000057","24","solver_deadline_observed_root_cause_unestablished","146","24","[]"
