seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"8","13","ar_to_en","approved-only","false","1677.648583000002","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","461","2","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"8","13","ar_to_en","compatibility","false","4521.675833000001","0","0","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","24","142","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","7","en_to_ar","compatibility","true","3.38566699999501","25","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"9","7","en_to_ar","approved-only","true","5.055250000004889","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"9","7","ar_to_en","compatibility","true","5.914207999987411","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"9","7","ar_to_en","approved-only","true","16.526541999992332","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"9","9","en_to_ar","compatibility","true","10.199500000002445","44","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"9","9","en_to_ar","approved-only","true","858.5882500000007","44","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","14","6","6","[]","[]",""
"9","9","ar_to_en","compatibility","true","214.90737500000978","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","2","24","24","[]","[]",""
"9","9","ar_to_en","approved-only","true","1136.9552079999994","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","7","21","24","24","[]","[]",""
"9","11","en_to_ar","compatibility","true","13.437625000005937","58","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"9","11","en_to_ar","approved-only","false","1805.1176669999986","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","38","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","11","ar_to_en","compatibility","true","1206.1026249999995","42","87","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","99","24","24","[]","[]",""
"9","11","ar_to_en","approved-only","false","4514.213499999998","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","111","72","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","en_to_ar","compatibility","true","56.09554200001003","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"9","13","en_to_ar","approved-only","false","1805.2253340000025","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","42","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"9","13","ar_to_en","compatibility","true","863.0238339999923","62","129","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","5","13","24","24","[]","[]",""
"9","13","ar_to_en","approved-only","false","1180.7822500000038","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"10","7","en_to_ar","approved-only","true","3.120708000002196","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"10","7","en_to_ar","compatibility","true","3.798000000009779","25","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"10","7","ar_to_en","approved-only","true","23.12433299999975","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"10","7","ar_to_en","compatibility","true","1536.25","16","36","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","13","101","24","24","[]","[]",""
"10","9","en_to_ar","approved-only","true","857.1178329999966","40","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","26","6","6","[]","[]",""
"10","9","en_to_ar","compatibility","true","6.449457999988226","40","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"10","9","ar_to_en","approved-only","true","1300.3904579999798","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","8","21","24","24","[]","[]",""
"10","9","ar_to_en","compatibility","true","232.7980830000015","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","4","24","24","[]","[]",""
"10","11","en_to_ar","approved-only","true","13.656082999979844","62","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"10","11","en_to_ar","compatibility","true","15.695624999993015","62","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"10","11","ar_to_en","approved-only","false","4514.846167000011","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","131","72","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"10","11","ar_to_en","compatibility","true","1193.060416000022","42","87","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","114","24","24","[]","[]",""
"10","13","en_to_ar","approved-only","true","355.4079170000041","88","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"10","13","en_to_ar","compatibility","true","68.33129200001713","88","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"10","13","ar_to_en","approved-only","false","1593.1414170000062","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"10","13","ar_to_en","compatibility","true","81.00962500000605","64","131","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"11","7","en_to_ar","compatibility","true","4.58766600000672","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"11","7","en_to_ar","approved-only","true","2.6145000000251457","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"11","7","ar_to_en","compatibility","true","5.889415999990888","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"11","7","ar_to_en","approved-only","true","27.829541999992216","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"11","9","en_to_ar","compatibility","true","9.017709000007017","40","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"11","9","en_to_ar","approved-only","true","9.943916999996873","40","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"11","9","ar_to_en","compatibility","true","470.15212499999325","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","3","7","24","24","[]","[]",""
"11","9","ar_to_en","approved-only","true","308.34183399999165","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","2","4","24","24","[]","[]",""
"11","11","en_to_ar","compatibility","true","99.59420799999498","58","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"11","11","en_to_ar","approved-only","false","1802.8527920000197","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","54","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","11","ar_to_en","compatibility","true","1564.929708999989","40","89","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","26","104","24","24","[]","[]",""
"11","11","ar_to_en","approved-only","false","4512.151624999999","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","92","90","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","en_to_ar","compatibility","true","60.77916599999298","84","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"11","13","en_to_ar","approved-only","false","1806.673084000009","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","63","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"11","13","ar_to_en","compatibility","true","491.13866599998437","62","133","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","11","24","24","[]","[]",""
"11","13","ar_to_en","approved-only","false","1074.9969580000034","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"12","7","en_to_ar","approved-only","true","1082.4599999999919","24","38","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","3","21","6","6","[]","[]",""
"12","7","en_to_ar","compatibility","true","6.445957999996608","24","38","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"12","7","ar_to_en","approved-only","true","171.493959000014","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","2","8","24","24","[]","[]",""
"12","7","ar_to_en","compatibility","true","132.97320800001035","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","2","8","24","24","[]","[]",""
"12","9","en_to_ar","approved-only","true","10.015250000025844","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"12","9","en_to_ar","compatibility","true","9.267542000015965","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"12","9","ar_to_en","approved-only","true","796.6540420000092","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","12","24","24","[]","[]",""
"12","9","ar_to_en","compatibility","true","48.539916000008816","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","1","0","24","24","[]","[]",""
"12","11","en_to_ar","approved-only","false","1804.7459999999846","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","54","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"12","11","en_to_ar","compatibility","true","157.68679199999315","57","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"12","11","ar_to_en","approved-only","true","1160.0743750000256","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","44","49","24","24","[]","[]",""
"12","11","ar_to_en","compatibility","true","1203.6038750000007","42","87","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","110","24","24","[]","[]",""
"12","13","en_to_ar","approved-only","true","144.68016699998407","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"12","13","en_to_ar","compatibility","true","81.88924999997835","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"12","13","ar_to_en","approved-only","false","1634.0537499999919","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"12","13","ar_to_en","compatibility","true","459.0064999999886","66","129","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","17","24","24","[]","[]",""
"13","7","en_to_ar","compatibility","true","3.9262499999895226","25","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"13","7","en_to_ar","approved-only","true","2.7807079999765847","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"13","7","ar_to_en","compatibility","true","5.127999999996973","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"13","7","ar_to_en","approved-only","true","41.409874999983","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"13","9","en_to_ar","compatibility","true","36.677333999978146","42","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"13","9","en_to_ar","approved-only","false","1702.5999580000062","0","0","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","35","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","9","ar_to_en","compatibility","true","79.34049999999115","30","68","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","1","0","24","24","[]","[]",""
"13","9","ar_to_en","approved-only","true","969.3325830000103","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","6","19","24","24","[]","[]",""
"13","11","en_to_ar","compatibility","true","1011.327042000019","59","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","41","6","6","[]","[]",""
"13","11","en_to_ar","approved-only","true","223.17654200000106","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"13","11","ar_to_en","compatibility","true","2343.652457999997","40","88","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","28","126","24","24","[]","[]",""
"13","11","ar_to_en","approved-only","false","4512.938875000022","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","92","77","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"13","13","en_to_ar","compatibility","true","72.42329199999222","84","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"13","13","en_to_ar","approved-only","true","57.309875000006286","80","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","21","0","6","6","[]","[]",""
"13","13","ar_to_en","compatibility","true","155.4853749999893","64","134","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"13","13","ar_to_en","approved-only","false","1433.512624999974","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"14","7","en_to_ar","approved-only","true","43.707457999989856","24","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"14","7","en_to_ar","compatibility","true","3.8652909999946132","24","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"14","7","ar_to_en","approved-only","true","17.02883299998939","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"14","7","ar_to_en","compatibility","true","5.553459000017028","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"14","9","en_to_ar","approved-only","true","855.3759169999976","43","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","29","6","6","[]","[]",""
"14","9","en_to_ar","compatibility","true","7.850999999995111","43","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"14","9","ar_to_en","approved-only","true","287.81254199999967","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","2","3","24","24","[]","[]",""
"14","9","ar_to_en","compatibility","true","549.3973750000005","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","4","13","24","24","[]","[]",""
"14","11","en_to_ar","approved-only","false","1804.7669590000005","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","43","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","11","en_to_ar","compatibility","false","1804.1768750000047","0","0","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","71","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","11","ar_to_en","approved-only","true","894.8815409999806","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","38","35","24","24","[]","[]",""
"14","11","ar_to_en","compatibility","true","1193.524665999983","44","88","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","101","24","24","[]","[]",""
"14","13","en_to_ar","approved-only","false","1806.6784169999883","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","37","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"14","13","en_to_ar","compatibility","true","57.72250000000349","80","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"14","13","ar_to_en","approved-only","false","1253.275250000006","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"14","13","ar_to_en","compatibility","true","483.5905419999908","64","130","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","14","24","24","[]","[]",""
"15","7","en_to_ar","compatibility","true","5.6777080000028946","25","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"15","7","en_to_ar","approved-only","true","6.818750000005821","25","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"15","7","ar_to_en","compatibility","true","5.516959000000497","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"15","7","ar_to_en","approved-only","true","12.21570800000336","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"15","9","en_to_ar","compatibility","true","15.592250000016065","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"15","9","en_to_ar","approved-only","true","862.3900830000057","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","14","6","6","[]","[]",""
"15","9","ar_to_en","compatibility","true","57.36479099999997","31","67","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","1","0","24","24","[]","[]",""
"15","9","ar_to_en","approved-only","true","774.9420419999806","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","11","24","24","[]","[]",""
"15","11","en_to_ar","compatibility","true","15.553666000021622","60","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"15","11","en_to_ar","approved-only","true","8.772917000023881","60","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"15","11","ar_to_en","compatibility","true","1206.6720420000202","42","88","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","112","24","24","[]","[]",""
"15","11","ar_to_en","approved-only","true","1141.7603329999838","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","82","48","24","24","[]","[]",""
"15","13","en_to_ar","compatibility","true","52.22745800000848","78","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"15","13","en_to_ar","approved-only","true","356.3342910000065","78","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"15","13","ar_to_en","compatibility","true","329.98441600002116","64","133","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","2","2","24","24","[]","[]",""
"15","13","ar_to_en","approved-only","false","1330.1336659999797","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"16","7","en_to_ar","approved-only","true","3.515708999999333","25","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"16","7","en_to_ar","compatibility","true","3.469042000011541","25","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"16","7","ar_to_en","approved-only","true","5.1400830000056885","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"16","7","ar_to_en","compatibility","true","6.374333000014303","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"16","9","en_to_ar","approved-only","true","6.35037500000908","44","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"16","9","en_to_ar","compatibility","true","8.043624999991152","44","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"16","9","ar_to_en","approved-only","true","447.33924999999","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","7","24","24","[]","[]",""
"16","9","ar_to_en","compatibility","true","378.84633300002315","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","3","8","24","24","[]","[]",""
"16","11","en_to_ar","approved-only","false","1805.2729169999948","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","67","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"16","11","en_to_ar","compatibility","true","14.138959000003524","60","86","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"16","11","ar_to_en","approved-only","true","1678.8148749999818","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","64","60","24","24","[]","[]",""
"16","11","ar_to_en","compatibility","true","1219.3956670000043","42","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","101","24","24","[]","[]",""
"16","13","en_to_ar","approved-only","true","73.60412499998347","81","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
