seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"24","13","en_to_ar","approved-only","false","1806.608125000028","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","29","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"24","13","en_to_ar","compatibility","false","1806.9562920000171","0","0","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","2","56","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"24","13","ar_to_en","approved-only","false","1173.3298749999958","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"24","13","ar_to_en","compatibility","true","483.4797499999986","64","129","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","7","24","24","[]","[]",""
"25","7","en_to_ar","compatibility","true","4.604832999990322","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"25","7","en_to_ar","approved-only","true","3.234541000041645","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"25","7","ar_to_en","compatibility","true","4.885707999987062","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"25","7","ar_to_en","approved-only","true","136.49795799999265","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","2","4","24","24","[]","[]",""
"25","9","en_to_ar","compatibility","true","8.197167000034824","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"25","9","en_to_ar","approved-only","true","7.576375000004191","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"25","9","ar_to_en","compatibility","true","378.9805419999757","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","3","9","24","24","[]","[]",""
"25","9","ar_to_en","approved-only","true","937.6564590000198","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","6","17","24","24","[]","[]",""
"25","11","en_to_ar","compatibility","true","19.50412499997765","62","87","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"25","11","en_to_ar","approved-only","true","23.676582999993116","62","87","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"25","11","ar_to_en","compatibility","true","1000.0172080000048","42","87","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","21","105","24","24","[]","[]",""
"25","11","ar_to_en","approved-only","true","1139.8342500000144","44","88","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","82","59","24","24","[]","[]",""
"25","13","en_to_ar","compatibility","true","59.51216700003715","84","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"25","13","en_to_ar","approved-only","true","61.12674999999581","84","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"25","13","ar_to_en","compatibility","true","89.18983300001128","64","136","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"25","13","ar_to_en","approved-only","false","1448.9720409999718","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"26","7","en_to_ar","approved-only","true","3.8254590000142343","25","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"26","7","en_to_ar","compatibility","true","4.515541000000667","25","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"26","7","ar_to_en","approved-only","true","16.774166999966837","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"26","7","ar_to_en","compatibility","true","6.301416999951471","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"26","9","en_to_ar","approved-only","true","8.212332999974024","40","59","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"26","9","en_to_ar","compatibility","true","7.941541000036523","40","59","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"26","9","ar_to_en","approved-only","true","1134.3150000000023","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","7","17","24","24","[]","[]",""
"26","9","ar_to_en","compatibility","true","875.3970829999889","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","6","44","24","24","[]","[]",""
"26","11","en_to_ar","approved-only","false","1804.1237919999985","0","0","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","40","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"26","11","en_to_ar","compatibility","false","1805.2522919999901","0","0","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","2","63","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"26","11","ar_to_en","approved-only","false","4513.653667000006","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","92","76","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"26","11","ar_to_en","compatibility","true","1233.3395000000019","44","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","105","24","24","[]","[]",""
"26","13","en_to_ar","approved-only","true","1251.9909169999883","78","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","33","6","6","[]","[]",""
"26","13","en_to_ar","compatibility","true","52.595166000013705","78","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"26","13","ar_to_en","approved-only","false","1242.6884169999976","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"26","13","ar_to_en","compatibility","true","473.204000000027","64","129","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","3","5","24","24","[]","[]",""
"27","7","en_to_ar","compatibility","true","4.251291999942623","24","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"27","7","en_to_ar","approved-only","true","4.052874999993946","24","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"27","7","ar_to_en","compatibility","true","6.289083000039682","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"27","7","ar_to_en","approved-only","true","20.95408400002634","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"27","9","en_to_ar","compatibility","true","7.630750000011176","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"27","9","en_to_ar","approved-only","true","14.63783299998613","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"27","9","ar_to_en","compatibility","true","717.5976670000236","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","5","15","24","24","[]","[]",""
"27","9","ar_to_en","approved-only","true","800.0662499999744","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","13","24","24","[]","[]",""
"27","11","en_to_ar","compatibility","true","14.696916999993846","62","86","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"27","11","en_to_ar","approved-only","true","26.640458000008948","62","86","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"27","11","ar_to_en","compatibility","true","152.60654199996497","45","94","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","3","11","24","24","[]","[]",""
"27","11","ar_to_en","approved-only","false","4513.852375000017","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","129","86","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"27","13","en_to_ar","compatibility","true","57.03333399997791","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"27","13","en_to_ar","approved-only","true","56.47616600000765","82","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"27","13","ar_to_en","compatibility","true","2889.564333999995","62","125","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","16","110","24","24","[]","[]",""
"27","13","ar_to_en","approved-only","false","1350.8777090000222","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"28","7","en_to_ar","approved-only","true","3.5036249999538995","25","37","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"28","7","en_to_ar","compatibility","true","4.226459000026807","25","37","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"28","7","ar_to_en","approved-only","false","3002.660749999981","0","0","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","24","127","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"28","7","ar_to_en","compatibility","true","5.606166000012308","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"28","9","en_to_ar","approved-only","false","1703.309499999974","0","0","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","42","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"28","9","en_to_ar","compatibility","true","9.042499999981374","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"28","9","ar_to_en","approved-only","true","966.1191669999971","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","6","16","24","24","[]","[]",""
"28","9","ar_to_en","compatibility","true","708.3453749999753","31","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","5","26","24","24","[]","[]",""
"28","11","en_to_ar","approved-only","true","9.354332999966573","58","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"28","11","en_to_ar","compatibility","true","10.632458000036422","58","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"28","11","ar_to_en","approved-only","false","4514.340625000012","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","92","88","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"28","11","ar_to_en","compatibility","true","1193.5932080000057","42","87","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","25","144","24","24","[]","[]",""
"28","13","en_to_ar","approved-only","false","1807.4581670000334","0","0","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","2","64","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"28","13","en_to_ar","compatibility","true","65.92300000000978","86","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"28","13","ar_to_en","approved-only","false","1168.9363330000197","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"28","13","ar_to_en","compatibility","true","110.74333299999125","64","136","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
"29","7","en_to_ar","compatibility","true","3.751209000009112","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"29","7","en_to_ar","approved-only","true","4.532166999997571","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"29","7","ar_to_en","compatibility","true","4.9495829999796115","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"29","7","ar_to_en","approved-only","true","17.08379199996125","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"29","9","en_to_ar","compatibility","true","7.8757080000359565","42","57","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"29","9","en_to_ar","approved-only","true","4.886667000013404","42","57","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"29","9","ar_to_en","compatibility","true","46.38816700002644","31","68","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","1","0","24","24","[]","[]",""
"29","9","ar_to_en","approved-only","true","455.14870900003007","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","3","8","24","24","[]","[]",""
"29","11","en_to_ar","compatibility","true","40.30962499999441","58","87","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"29","11","en_to_ar","approved-only","true","1040.2730829999782","58","87","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","2","33","6","6","[]","[]",""
"29","11","ar_to_en","compatibility","true","1573.092500000028","40","88","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","26","119","24","24","[]","[]",""
"29","11","ar_to_en","approved-only","false","4513.302499999991","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","149","81","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"29","13","en_to_ar","compatibility","true","58.76312499999767","80","120","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"29","13","en_to_ar","approved-only","true","147.58158300002106","80","120","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"29","13","ar_to_en","compatibility","true","866.1002500000177","64","131","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","5","12","24","24","[]","[]",""
"29","13","ar_to_en","approved-only","false","1401.2044170000008","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"30","7","en_to_ar","approved-only","true","2.8304580000112765","26","35","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"30","7","en_to_ar","compatibility","true","3.2819580000359565","26","35","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"30","7","ar_to_en","approved-only","true","7.2368330000317656","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"30","7","ar_to_en","compatibility","true","5.2058750000433065","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"30","9","en_to_ar","approved-only","true","928.9123750000144","40","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","2","22","6","6","[]","[]",""
"30","9","en_to_ar","compatibility","true","6.8258330000098795","40","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"30","9","ar_to_en","approved-only","true","773.9210840000305","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","13","24","24","[]","[]",""
"30","9","ar_to_en","compatibility","true","882.0817500000121","32","64","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","6","36","24","24","[]","[]",""
"30","11","en_to_ar","approved-only","true","13.128124999988358","62","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"30","11","en_to_ar","compatibility","true","14.55866599996807","62","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"30","11","ar_to_en","approved-only","false","4514.48874999996","0","0","2426","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79}","111","88","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"30","11","ar_to_en","compatibility","true","765.0997500000522","42","91","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","16","77","24","24","[]","[]",""
"30","13","en_to_ar","approved-only","true","320.6334999999963","80","119","2000","{""2"":80,""3"":272,""4"":273,""5"":273,""6"":273,""7"":273,""8"":272,""9"":167,""10"":51,""11"":34,""12"":25,""13"":7}","1","0","6","6","[]","[]",""
"30","13","en_to_ar","compatibility","true","58.243874999985565","80","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":173,""10"":173,""11"":172,""12"":171,""13"":102}","1","0","6","6","[]","[]",""
"30","13","ar_to_en","approved-only","false","1195.095874999999","0","0","2477","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201,""10"":75,""11"":79,""12"":18,""13"":33}","480","0","24","24","[]","[]","bounded_search_no_solution_reason_unestablished"
"30","13","ar_to_en","compatibility","true","178.6702079999959","64","135","6000","{""2"":47,""3"":599,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600,""11"":599,""12"":363,""13"":192}","1","0","24","24","[]","[]",""
